mature_accession	mature_name	mature_confidence	precursor_accession	precursor_name	precursor_confidence
MIMAT0019069	hsa-miR-4530	low	MI0016897	hsa-mir-4530	low
MIMAT0025850	hsa-miR-6719-3p	low	MI0022554	hsa-mir-6719	low
MIMAT0003311	hsa-miR-641	low	MI0003656	hsa-mir-641	low
MIMAT0027492	hsa-miR-6796-5p	low	MI0022641	hsa-mir-6796	low
MIMAT0027493	hsa-miR-6796-3p	low	MI0022641	hsa-mir-6796	low
MIMAT0027494	hsa-miR-6797-5p	low	MI0022642	hsa-mir-6797	low
MIMAT0027495	hsa-miR-6797-3p	low	MI0022642	hsa-mir-6797	low
MIMAT0016875	hsa-miR-4323	low	MI0015853	hsa-mir-4323	low
MIMAT0031004	hsa-miR-8077	low	MI0025913	hsa-mir-8077	low
MIMAT0019070	hsa-miR-4531	low	MI0016898	hsa-mir-4531	low
MIMAT0031012	hsa-miR-8085	low	MI0025921	hsa-mir-8085	low
MIMAT0023713	hsa-miR-6088	low	MI0020365	hsa-mir-6088	low
MIMAT0004693	hsa-miR-330-5p	high	MI0000803	hsa-mir-330	high
MIMAT0000751	hsa-miR-330-3p	high	MI0000803	hsa-mir-330	high
MIMAT0003312	hsa-miR-642a-5p	high	MI0003657	hsa-mir-642a	high
MIMAT0020924	hsa-miR-642a-3p	high	MI0003657	hsa-mir-642a	high
MIMAT0018444	hsa-miR-642b-3p	high	MI0016685	hsa-mir-642b	high
MIMAT0022736	hsa-miR-642b-5p	high	MI0016685	hsa-mir-642b	high
MIMAT0003886	hsa-miR-769-5p	high	MI0003834	hsa-mir-769	high
MIMAT0003887	hsa-miR-769-3p	high	MI0003834	hsa-mir-769	high
MIMAT0015072	hsa-miR-320e	low	MI0014234	hsa-mir-320e	low
MIMAT0015073	hsa-miR-3190-5p	low	MI0014235	hsa-mir-3190	low
MIMAT0022839	hsa-miR-3190-3p	low	MI0014235	hsa-mir-3190	low
MIMAT0015075	hsa-miR-3191-3p	low	MI0014236	hsa-mir-3191	low
MIMAT0022732	hsa-miR-3191-5p	low	MI0014236	hsa-mir-3191	low
MIMAT0027496	hsa-miR-6798-5p	low	MI0022643	hsa-mir-6798	low
MIMAT0027497	hsa-miR-6798-3p	low	MI0022643	hsa-mir-6798	low
MIMAT0016876	hsa-miR-4324	low	MI0015854	hsa-mir-4324	low
MIMAT0000451	hsa-miR-150-5p	high	MI0000479	hsa-mir-150	high
MIMAT0004610	hsa-miR-150-3p	high	MI0000479	hsa-mir-150	high
MIMAT0021080	hsa-miR-5088-5p	low	MI0017977	hsa-mir-5088	low
MIMAT0027041	hsa-miR-5088-3p	low	MI0017977	hsa-mir-5088	low
MIMAT0027498	hsa-miR-6799-5p	low	MI0022644	hsa-mir-6799	low
MIMAT0027499	hsa-miR-6799-3p	low	MI0022644	hsa-mir-6799	low
MIMAT0027500	hsa-miR-6800-5p	low	MI0022645	hsa-mir-6800	low
MIMAT0027501	hsa-miR-6800-3p	low	MI0022645	hsa-mir-6800	low
MIMAT0019885	hsa-miR-4749-5p	high	MI0017388	hsa-mir-4749	high
MIMAT0019886	hsa-miR-4749-3p	high	MI0017388	hsa-mir-4749	high
MIMAT0019887	hsa-miR-4750-5p	low	MI0017389	hsa-mir-4750	low
MIMAT0022979	hsa-miR-4750-3p	low	MI0017389	hsa-mir-4750	low
MIMAT0019888	hsa-miR-4751	low	MI0017390	hsa-mir-4751	low
MIMAT0031001	hsa-miR-8074	low	MI0025910	hsa-mir-8074	low
MIMAT0000689	hsa-miR-99b-5p	high	MI0000746	hsa-mir-99b	high
MIMAT0004678	hsa-miR-99b-3p	high	MI0000746	hsa-mir-99b	high
MIMAT0000066	hsa-let-7e-5p	high	MI0000066	hsa-let-7e	high
MIMAT0004485	hsa-let-7e-3p	high	MI0000066	hsa-let-7e	high
MIMAT0000443	hsa-miR-125a-5p	high	MI0000469	hsa-mir-125a	high
MIMAT0004602	hsa-miR-125a-3p	high	MI0000469	hsa-mir-125a	high
MIMAT0027502	hsa-miR-6801-5p	low	MI0022646	hsa-mir-6801	low
MIMAT0027503	hsa-miR-6801-3p	low	MI0022646	hsa-mir-6801	low
MIMAT0003313	hsa-miR-643	high	MI0003658	hsa-mir-643	high
MIMAT0002822	hsa-miR-512-5p	high	MI0003140	hsa-mir-512-1	high
MIMAT0002823	hsa-miR-512-3p	high	MI0003140	hsa-mir-512-1	high
MIMAT0002822	hsa-miR-512-5p	high	MI0003141	hsa-mir-512-2	high
MIMAT0002823	hsa-miR-512-3p	high	MI0003141	hsa-mir-512-2	high
MIMAT0005795	hsa-miR-1323	low	MI0003786	hsa-mir-1323	low
MIMAT0002824	hsa-miR-498-5p	low	MI0003142	hsa-mir-498	low
MIMAT0037323	hsa-miR-498-3p	low	MI0003142	hsa-mir-498	low
MIMAT0002825	hsa-miR-520e-3p	low	MI0003143	hsa-mir-520e	low
MIMAT0037324	hsa-miR-520e-5p	low	MI0003143	hsa-mir-520e	low
MIMAT0002826	hsa-miR-515-5p	low	MI0003144	hsa-mir-515-1	low
MIMAT0002827	hsa-miR-515-3p	low	MI0003144	hsa-mir-515-1	low
MIMAT0002828	hsa-miR-519e-5p	low	MI0003145	hsa-mir-519e	low
MIMAT0002829	hsa-miR-519e-3p	low	MI0003145	hsa-mir-519e	low
MIMAT0002830	hsa-miR-520f-3p	low	MI0003146	hsa-mir-520f	low
MIMAT0026609	hsa-miR-520f-5p	low	MI0003146	hsa-mir-520f	low
MIMAT0002826	hsa-miR-515-5p	low	MI0003147	hsa-mir-515-2	low
MIMAT0002827	hsa-miR-515-3p	low	MI0003147	hsa-mir-515-2	low
MIMAT0002831	hsa-miR-519c-5p	high	MI0003148	hsa-mir-519c	high
MIMAT0002832	hsa-miR-519c-3p	high	MI0003148	hsa-mir-519c	high
MIMAT0005799	hsa-miR-1283	low	MI0003832	hsa-mir-1283-1	low
MIMAT0002833	hsa-miR-520a-5p	high	MI0003149	hsa-mir-520a	high
MIMAT0002834	hsa-miR-520a-3p	high	MI0003149	hsa-mir-520a	high
MIMAT0002835	hsa-miR-526b-5p	high	MI0003150	hsa-mir-526b	high
MIMAT0002836	hsa-miR-526b-3p	high	MI0003150	hsa-mir-526b	high
MIMAT0005454	hsa-miR-519b-5p	high	MI0003151	hsa-mir-519b	high
MIMAT0002837	hsa-miR-519b-3p	high	MI0003151	hsa-mir-519b	high
MIMAT0002838	hsa-miR-525-5p	low	MI0003152	hsa-mir-525	low
MIMAT0002839	hsa-miR-525-3p	low	MI0003152	hsa-mir-525	low
MIMAT0005449	hsa-miR-523-5p	high	MI0003153	hsa-mir-523	high
MIMAT0002840	hsa-miR-523-3p	high	MI0003153	hsa-mir-523	high
MIMAT0002841	hsa-miR-518f-5p	high	MI0003154	hsa-mir-518f	high
MIMAT0002842	hsa-miR-518f-3p	high	MI0003154	hsa-mir-518f	high
MIMAT0002843	hsa-miR-520b-3p	high	MI0003155	hsa-mir-520b	high
MIMAT0037325	hsa-miR-520b-5p	high	MI0003155	hsa-mir-520b	high
MIMAT0002844	hsa-miR-518b	low	MI0003156	hsa-mir-518b	low
MIMAT0002845	hsa-miR-526a-5p	low	MI0003157	hsa-mir-526a-1	low
MIMAT0037326	hsa-miR-526a-3p	low	MI0003157	hsa-mir-526a-1	low
MIMAT0005455	hsa-miR-520c-5p	high	MI0003158	hsa-mir-520c	high
MIMAT0002846	hsa-miR-520c-3p	high	MI0003158	hsa-mir-520c	high
MIMAT0002847	hsa-miR-518c-5p	high	MI0003159	hsa-mir-518c	high
MIMAT0002848	hsa-miR-518c-3p	high	MI0003159	hsa-mir-518c	high
MIMAT0002849	hsa-miR-524-5p	low	MI0003160	hsa-mir-524	low
MIMAT0002850	hsa-miR-524-3p	low	MI0003160	hsa-mir-524	low
MIMAT0002851	hsa-miR-517-5p	low	MI0003161	hsa-mir-517a	low
MIMAT0002852	hsa-miR-517a-3p	low	MI0003161	hsa-mir-517a	low
MIMAT0002853	hsa-miR-519d-3p	low	MI0003162	hsa-mir-519d	low
MIMAT0026610	hsa-miR-519d-5p	low	MI0003162	hsa-mir-519d	low
MIMAT0002854	hsa-miR-521	low	MI0003163	hsa-mir-521-2	low
MIMAT0002855	hsa-miR-520d-5p	low	MI0003164	hsa-mir-520d	low
MIMAT0002856	hsa-miR-520d-3p	low	MI0003164	hsa-mir-520d	low
MIMAT0002851	hsa-miR-517-5p	low	MI0003165	hsa-mir-517b	low
MIMAT0002857	hsa-miR-517b-3p	low	MI0003165	hsa-mir-517b	low
MIMAT0002858	hsa-miR-520g-3p	low	MI0003166	hsa-mir-520g	low
MIMAT0026611	hsa-miR-520g-5p	low	MI0003166	hsa-mir-520g	low
MIMAT0002859	hsa-miR-516b-5p	low	MI0003167	hsa-mir-516b-2	low
MIMAT0002860	hsa-miR-516b-3p	low	MI0003167	hsa-mir-516b-2	low
MIMAT0002845	hsa-miR-526a-5p	low	MI0003168	hsa-mir-526a-2	low
MIMAT0005450	hsa-miR-518e-5p	high	MI0003169	hsa-mir-518e	high
MIMAT0002861	hsa-miR-518e-3p	high	MI0003169	hsa-mir-518e	high
MIMAT0005457	hsa-miR-518a-5p	high	MI0003170	hsa-mir-518a-1	high
MIMAT0002863	hsa-miR-518a-3p	high	MI0003170	hsa-mir-518a-1	high
MIMAT0005456	hsa-miR-518d-5p	low	MI0003171	hsa-mir-518d	low
MIMAT0002864	hsa-miR-518d-3p	low	MI0003171	hsa-mir-518d	low
MIMAT0002859	hsa-miR-516b-5p	low	MI0003172	hsa-mir-516b-1	low
MIMAT0002860	hsa-miR-516b-3p	low	MI0003172	hsa-mir-516b-1	low
MIMAT0005457	hsa-miR-518a-5p	high	MI0003173	hsa-mir-518a-2	high
MIMAT0002863	hsa-miR-518a-3p	high	MI0003173	hsa-mir-518a-2	high
MIMAT0002851	hsa-miR-517-5p	low	MI0003174	hsa-mir-517c	low
MIMAT0002866	hsa-miR-517c-3p	low	MI0003174	hsa-mir-517c	low
MIMAT0002867	hsa-miR-520h	low	MI0003175	hsa-mir-520h	low
MIMAT0002854	hsa-miR-521	low	MI0003176	hsa-mir-521-1	low
MIMAT0005451	hsa-miR-522-5p	high	MI0003177	hsa-mir-522	high
MIMAT0002868	hsa-miR-522-3p	high	MI0003177	hsa-mir-522	high
MIMAT0005452	hsa-miR-519a-5p	high	MI0003178	hsa-mir-519a-1	high
MIMAT0002869	hsa-miR-519a-3p	high	MI0003178	hsa-mir-519a-1	high
MIMAT0002862	hsa-miR-527	low	MI0003179	hsa-mir-527	low
MIMAT0004770	hsa-miR-516a-5p	low	MI0003180	hsa-mir-516a-1	low
MIMAT0006778	hsa-miR-516a-3p	low	MI0003180	hsa-mir-516a-1	low
MIMAT0005799	hsa-miR-1283	low	MI0006430	hsa-mir-1283-2	low
MIMAT0004770	hsa-miR-516a-5p	low	MI0003181	hsa-mir-516a-2	low
MIMAT0006778	hsa-miR-516a-3p	low	MI0003181	hsa-mir-516a-2	low
MIMAT0002869	hsa-miR-519a-3p	high	MI0003182	hsa-mir-519a-2	high
MIMAT0037327	hsa-miR-519a-2-5p	high	MI0003182	hsa-mir-519a-2	high
MIMAT0004687	hsa-miR-371a-5p	low	MI0000779	hsa-mir-371a	low
MIMAT0000723	hsa-miR-371a-3p	low	MI0000779	hsa-mir-371a	low
MIMAT0019892	hsa-miR-371b-5p	low	MI0017393	hsa-mir-371b	low
MIMAT0019893	hsa-miR-371b-3p	low	MI0017393	hsa-mir-371b	low
MIMAT0000724	hsa-miR-372-3p	low	MI0000780	hsa-mir-372	low
MIMAT0026484	hsa-miR-372-5p	low	MI0000780	hsa-mir-372	low
MIMAT0000725	hsa-miR-373-5p	low	MI0000781	hsa-mir-373	low
MIMAT0000726	hsa-miR-373-3p	low	MI0000781	hsa-mir-373	low
MIMAT0004978	hsa-miR-935	low	MI0005757	hsa-mir-935	low
MIMAT0019889	hsa-miR-4752	low	MI0017391	hsa-mir-4752	low
MIMAT0030988	hsa-miR-8061	low	MI0025897	hsa-mir-8061	low
MIMAT0031178	hsa-miR-7975	low	MI0025751	hsa-mir-7975	low
MIMAT0027508	hsa-miR-6804-5p	low	MI0022649	hsa-mir-6804	low
MIMAT0027509	hsa-miR-6804-3p	low	MI0022649	hsa-mir-6804	low
MIMAT0027504	hsa-miR-6802-5p	high	MI0022647	hsa-mir-6802	high
MIMAT0027505	hsa-miR-6802-3p	high	MI0022647	hsa-mir-6802	high
MIMAT0027506	hsa-miR-6803-5p	low	MI0022648	hsa-mir-6803	low
MIMAT0027507	hsa-miR-6803-3p	low	MI0022648	hsa-mir-6803	low
MIMAT0027510	hsa-miR-6805-5p	low	MI0022650	hsa-mir-6805	low
MIMAT0027511	hsa-miR-6805-3p	low	MI0022650	hsa-mir-6805	low
MIMAT0027512	hsa-miR-6806-5p	low	MI0022651	hsa-mir-6806	low
MIMAT0027513	hsa-miR-6806-3p	low	MI0022651	hsa-mir-6806	low
MIMAT0019894	hsa-miR-4754	low	MI0017394	hsa-mir-4754	low
MIMAT0041619	hsa-miR-10394-5p	low	MI0033418	hsa-mir-10394	low
MIMAT0041620	hsa-miR-10394-3p	low	MI0033418	hsa-mir-10394	low
MIMAT0027514	hsa-miR-6807-5p	high	MI0022652	hsa-mir-6807	high
MIMAT0027515	hsa-miR-6807-3p	high	MI0022652	hsa-mir-6807	high
MIMAT0028226	hsa-miR-7158-5p	low	MI0023618	hsa-mir-7158	low
MIMAT0028227	hsa-miR-7158-3p	low	MI0023618	hsa-mir-7158	low
MIMAT0029310	hsa-miR-7515	low	MI0024354	hsa-mir-7515	low
MIMAT0016890	hsa-miR-4261	low	MI0015868	hsa-mir-4261	low
MIMAT0018944	hsa-miR-4429	low	MI0016768	hsa-mir-4429	low
MIMAT0014987	hsa-miR-548s	low	MI0014141	hsa-mir-548s	low
MIMAT0016894	hsa-miR-4262	low	MI0015872	hsa-mir-4262	low
MIMAT0018108	hsa-miR-3681-5p	low	MI0016082	hsa-mir-3681	low
MIMAT0018109	hsa-miR-3681-3p	low	MI0016082	hsa-mir-3681	low
MIMAT0014988	hsa-miR-3125	low	MI0014142	hsa-mir-3125	low
MIMAT0019901	hsa-miR-4757-5p	low	MI0017398	hsa-mir-4757	low
MIMAT0019902	hsa-miR-4757-3p	low	MI0017398	hsa-mir-4757	low
MIMAT0005797	hsa-miR-1301-3p	high	MI0003815	hsa-mir-1301	high
MIMAT0026639	hsa-miR-1301-5p	high	MI0003815	hsa-mir-1301	high
MIMAT0016898	hsa-miR-4263	low	MI0015876	hsa-mir-4263	low
MIMAT0003222	hsa-miR-558	low	MI0003564	hsa-mir-558	low
MIMAT0019916	hsa-miR-4765	low	MI0017406	hsa-mir-4765	low
MIMAT0018945	hsa-miR-4430	low	MI0016769	hsa-mir-4430	low
MIMAT0018946	hsa-miR-548ad-3p	low	MI0016770	hsa-mir-548ad	low
MIMAT0032114	hsa-miR-548ad-5p	low	MI0016770	hsa-mir-548ad	low
MIMAT0003223	hsa-miR-559	low	MI0003565	hsa-mir-559	low
MIMAT0031175	hsa-miR-548ba	low	MI0025747	hsa-mir-548ba	low
MIMAT0033692	hsa-miR-8485	low	MI0027288	hsa-mir-8485	low
MIMAT0018947	hsa-miR-4431	low	MI0016771	hsa-mir-4431	low
MIMAT0018110	hsa-miR-3682-3p	low	MI0016083	hsa-mir-3682	low
MIMAT0019222	hsa-miR-3682-5p	low	MI0016083	hsa-mir-3682	low
MIMAT0000274	hsa-miR-217-5p	low	MI0000293	hsa-mir-217	low
MIMAT0037308	hsa-miR-217-3p	low	MI0000293	hsa-mir-217	low
MIMAT0000273	hsa-miR-216a-5p	high	MI0000292	hsa-mir-216a	high
MIMAT0022844	hsa-miR-216a-3p	high	MI0000292	hsa-mir-216a	high
MIMAT0004959	hsa-miR-216b-5p	low	MI0005569	hsa-mir-216b	low
MIMAT0026721	hsa-miR-216b-3p	low	MI0005569	hsa-mir-216b	low
MIMAT0018948	hsa-miR-4432	low	MI0016772	hsa-mir-4432	low
MIMAT0021123	hsa-miR-5192	low	MI0018171	hsa-mir-5192	low
MIMAT0030413	hsa-miR-4433b-5p	high	MI0025511	hsa-mir-4433b	high
MIMAT0030414	hsa-miR-4433b-3p	high	MI0025511	hsa-mir-4433b	high
MIMAT0018949	hsa-miR-4433a-3p	low	MI0016773	hsa-mir-4433a	low
MIMAT0020956	hsa-miR-4433a-5p	low	MI0016773	hsa-mir-4433a	low
MIMAT0018950	hsa-miR-4434	low	MI0016774	hsa-mir-4434	low
MIMAT0019936	hsa-miR-4778-5p	high	MI0017422	hsa-mir-4778	high
MIMAT0019937	hsa-miR-4778-3p	high	MI0017422	hsa-mir-4778	high
MIMAT0014989	hsa-miR-3126-5p	high	MI0014143	hsa-mir-3126	high
MIMAT0015377	hsa-miR-3126-3p	high	MI0014143	hsa-mir-3126	high
MIMAT0005876	hsa-miR-1285-3p	low	MI0006347	hsa-mir-1285-2	low
MIMAT0021019	hsa-miR-5000-5p	high	MI0017866	hsa-mir-5000	high
MIMAT0021020	hsa-miR-5000-3p	high	MI0017866	hsa-mir-5000	high
MIMAT0016899	hsa-miR-4264	low	MI0015877	hsa-mir-4264	low
MIMAT0031007	hsa-miR-8080	low	MI0025916	hsa-mir-8080	low
MIMAT0023696	hsa-miR-6071	low	MI0020348	hsa-mir-6071	low
MIMAT0019938	hsa-miR-4779	low	MI0017423	hsa-mir-4779	low
MIMAT0019925	hsa-miR-4771	low	MI0017412	hsa-mir-4771-1	low
MIMAT0018951	hsa-miR-4435	low	MI0016775	hsa-mir-4435-1	low
MIMAT0019939	hsa-miR-4780	low	MI0017424	hsa-mir-4780	low
MIMAT0018952	hsa-miR-4436a	low	MI0016776	hsa-mir-4436a	low
MIMAT0014990	hsa-miR-3127-5p	high	MI0014144	hsa-mir-3127	high
MIMAT0019201	hsa-miR-3127-3p	high	MI0014144	hsa-mir-3127	high
MIMAT0022489	hsa-miR-5696	low	MI0019303	hsa-mir-5696	low
MIMAT0019926	hsa-miR-4772-5p	high	MI0017414	hsa-mir-4772	high
MIMAT0019927	hsa-miR-4772-3p	high	MI0017414	hsa-mir-4772	high
MIMAT0016891	hsa-miR-4265	low	MI0015869	hsa-mir-4265	low
MIMAT0016892	hsa-miR-4266	low	MI0015870	hsa-mir-4266	low
MIMAT0016893	hsa-miR-4267	low	MI0015871	hsa-mir-4267	low
MIMAT0019940	hsa-miR-4436b-5p	low	MI0017425	hsa-mir-4436b-1	low
MIMAT0019941	hsa-miR-4436b-3p	low	MI0017425	hsa-mir-4436b-1	low
MIMAT0019940	hsa-miR-4436b-5p	low	MI0019110	hsa-mir-4436b-2	low
MIMAT0019941	hsa-miR-4436b-3p	low	MI0019110	hsa-mir-4436b-2	low
MIMAT0018951	hsa-miR-4435	low	MI0016777	hsa-mir-4435-2	low
MIMAT0019925	hsa-miR-4771	low	MI0017413	hsa-mir-4771-2	low
MIMAT0005890	hsa-miR-1302	low	MI0006364	hsa-mir-1302-3	low
MIMAT0019944	hsa-miR-4782-5p	low	MI0017427	hsa-mir-4782	low
MIMAT0019945	hsa-miR-4782-3p	low	MI0017427	hsa-mir-4782	low
MIMAT0019946	hsa-miR-4783-5p	low	MI0017428	hsa-mir-4783	low
MIMAT0019947	hsa-miR-4783-3p	low	MI0017428	hsa-mir-4783	low
MIMAT0019948	hsa-miR-4784	low	MI0017429	hsa-mir-4784	low
MIMAT0005867	hsa-miR-663b	low	MI0006336	hsa-mir-663b	low
MIMAT0039766	hsa-miR-9986	low	MI0032316	hsa-mir-9986	low
MIMAT0018104	hsa-miR-3679-5p	low	MI0016080	hsa-mir-3679	low
MIMAT0018105	hsa-miR-3679-3p	low	MI0016080	hsa-mir-3679	low
MIMAT0022299	hsa-miR-5590-5p	low	MI0019150	hsa-mir-5590	low
MIMAT0022300	hsa-miR-5590-3p	low	MI0019150	hsa-mir-5590	low
MIMAT0000424	hsa-miR-128-3p	high	MI0000447	hsa-mir-128-1	high
MIMAT0026477	hsa-miR-128-1-5p	high	MI0000447	hsa-mir-128-1	high
MIMAT0028224	hsa-miR-7157-5p	low	MI0023617	hsa-mir-7157	low
MIMAT0028225	hsa-miR-7157-3p	low	MI0023617	hsa-mir-7157	low
MIMAT0039319	hsa-miR-9899	low	MI0031827	hsa-mir-9899	low
MIMAT0019928	hsa-miR-4773	low	MI0017415	hsa-mir-4773-1	low
MIMAT0019928	hsa-miR-4773	low	MI0017416	hsa-mir-4773-2	low
MIMAT0027676	hsa-miR-6888-5p	low	MI0022735	hsa-mir-6888	low
MIMAT0027677	hsa-miR-6888-3p	low	MI0022735	hsa-mir-6888	low
MIMAT0019949	hsa-miR-4785	low	MI0017430	hsa-mir-4785	low
MIMAT0019929	hsa-miR-4774-5p	low	MI0017417	hsa-mir-4774	low
MIMAT0019930	hsa-miR-4774-3p	low	MI0017417	hsa-mir-4774	low
MIMAT0004976	hsa-miR-933	low	MI0005755	hsa-mir-933	low
MIMAT0000254	hsa-miR-10b-5p	low	MI0000267	hsa-mir-10b	low
MIMAT0004556	hsa-miR-10b-3p	low	MI0000267	hsa-mir-10b	low
MIMAT0030019	hsa-miR-7704	low	MI0025240	hsa-mir-7704	low
MIMAT0005898	hsa-miR-1246	low	MI0006381	hsa-mir-1246	low
MIMAT0018962	hsa-miR-4444	low	MI0016787	hsa-mir-4444-1	low
MIMAT0014991	hsa-miR-3128	low	MI0014145	hsa-mir-3128	low
MIMAT0025480	hsa-miR-6512-5p	low	MI0022224	hsa-mir-6512	low
MIMAT0025481	hsa-miR-6512-3p	low	MI0022224	hsa-mir-6512	low
MIMAT0005909	hsa-miR-1258	low	MI0006392	hsa-mir-1258	low
MIMAT0018953	hsa-miR-4437	low	MI0016778	hsa-mir-4437	low
MIMAT0018954	hsa-miR-548ae-3p	unknown	MI0016779	hsa-mir-548ae-1	low
MIMAT0003225	hsa-miR-561-3p	high	MI0003567	hsa-mir-561	high
MIMAT0022706	hsa-miR-561-5p	high	MI0003567	hsa-mir-561	high
MIMAT0005897	hsa-miR-1245a	high	MI0006380	hsa-mir-1245a	high
MIMAT0019950	hsa-miR-1245b-5p	low	MI0017431	hsa-mir-1245b	low
MIMAT0019951	hsa-miR-1245b-3p	low	MI0017431	hsa-mir-1245b	low
MIMAT0017983	hsa-miR-3606-5p	low	MI0015996	hsa-mir-3606	low
MIMAT0022965	hsa-miR-3606-3p	low	MI0015996	hsa-mir-3606	low
MIMAT0014992	hsa-miR-3129-5p	low	MI0014146	hsa-mir-3129	low
MIMAT0019202	hsa-miR-3129-3p	low	MI0014146	hsa-mir-3129	low
MIMAT0014994	hsa-miR-3130-3p	high	MI0014147	hsa-mir-3130-1	high
MIMAT0014995	hsa-miR-3130-5p	high	MI0014147	hsa-mir-3130-1	high
MIMAT0014994	hsa-miR-3130-3p	high	MI0014148	hsa-mir-3130-2	high
MIMAT0014995	hsa-miR-3130-5p	high	MI0014148	hsa-mir-3130-2	high
MIMAT0016895	hsa-miR-2355-5p	low	MI0015873	hsa-mir-2355	low
MIMAT0017950	hsa-miR-2355-3p	low	MI0015873	hsa-mir-2355	low
MIMAT0030420	hsa-miR-7845-5p	low	MI0025515	hsa-mir-7845	low
MIMAT0005890	hsa-miR-1302	low	MI0006365	hsa-mir-1302-4	low
MIMAT0019931	hsa-miR-4775	low	MI0017418	hsa-mir-4775	low
MIMAT0005895	hsa-miR-548f-3p	low	MI0006375	hsa-mir-548f-2	low
MIMAT0019932	hsa-miR-4776-5p	low	MI0017420	hsa-mir-4776-2	low
MIMAT0019933	hsa-miR-4776-3p	low	MI0017420	hsa-mir-4776-2	low
MIMAT0019932	hsa-miR-4776-5p	low	MI0017419	hsa-mir-4776-1	low
MIMAT0019933	hsa-miR-4776-3p	low	MI0017419	hsa-mir-4776-1	low
MIMAT0018956	hsa-miR-4438	low	MI0016781	hsa-mir-4438	low
MIMAT0027518	hsa-miR-6809-5p	low	MI0022654	hsa-mir-6809	low
MIMAT0027519	hsa-miR-6809-3p	low	MI0022654	hsa-mir-6809	low
MIMAT0025482	hsa-miR-6513-5p	low	MI0022225	hsa-mir-6513	low
MIMAT0025483	hsa-miR-6513-3p	low	MI0022225	hsa-mir-6513	low
MIMAT0027520	hsa-miR-6810-5p	low	MI0022655	hsa-mir-6810	low
MIMAT0027521	hsa-miR-6810-3p	low	MI0022655	hsa-mir-6810	low
MIMAT0000083	hsa-miR-26b-5p	high	MI0000084	hsa-mir-26b	high
MIMAT0004500	hsa-miR-26b-3p	high	MI0000084	hsa-mir-26b	high
MIMAT0035542	hsa-miR-9500	low	MI0029185	hsa-mir-9500	low
MIMAT0000728	hsa-miR-375-3p	high	MI0000783	hsa-mir-375	high
MIMAT0037313	hsa-miR-375-5p	high	MI0000783	hsa-mir-375	high
MIMAT0014996	hsa-miR-3131	low	MI0014151	hsa-mir-3131	low
MIMAT0000439	hsa-miR-153-3p	high	MI0000463	hsa-mir-153-1	high
MIMAT0014997	hsa-miR-3132	low	MI0014152	hsa-mir-3132	low
MIMAT0016896	hsa-miR-4268	low	MI0015874	hsa-mir-4268	low
MIMAT0018957	hsa-miR-4439	low	MI0016782	hsa-mir-4439	low
MIMAT0022495	hsa-miR-5702	low	MI0019309	hsa-mir-5702	low
MIMAT0022496	hsa-miR-5703	low	MI0019310	hsa-mir-5703	low
MIMAT0019934	hsa-miR-4777-5p	low	MI0017421	hsa-mir-4777	low
MIMAT0019935	hsa-miR-4777-3p	low	MI0017421	hsa-mir-4777	low
MIMAT0005896	hsa-miR-1244	low	MI0006379	hsa-mir-1244-1	low
MIMAT0007349	hsa-miR-1471	low	MI0007076	hsa-mir-1471	low
MIMAT0003226	hsa-miR-562	low	MI0003568	hsa-mir-562	low
MIMAT0021021	hsa-miR-5001-5p	high	MI0017867	hsa-mir-5001	high
MIMAT0021022	hsa-miR-5001-3p	high	MI0017867	hsa-mir-5001	high
MIMAT0027522	hsa-miR-6811-5p	low	MI0022656	hsa-mir-6811	low
MIMAT0027523	hsa-miR-6811-3p	low	MI0022656	hsa-mir-6811	low
MIMAT0018958	hsa-miR-4440	low	MI0016783	hsa-mir-4440	low
MIMAT0018959	hsa-miR-4441	low	MI0016784	hsa-mir-4441	low
MIMAT0016897	hsa-miR-4269	low	MI0015875	hsa-mir-4269	low
MIMAT0019952	hsa-miR-2467-5p	high	MI0017432	hsa-mir-2467	high
MIMAT0019953	hsa-miR-2467-3p	high	MI0017432	hsa-mir-2467	high
MIMAT0019954	hsa-miR-4786-5p	high	MI0017433	hsa-mir-4786	high
MIMAT0019955	hsa-miR-4786-3p	high	MI0017433	hsa-mir-4786	high
MIMAT0000450	hsa-miR-149-5p	high	MI0000478	hsa-mir-149	high
MIMAT0004609	hsa-miR-149-3p	high	MI0000478	hsa-mir-149	high
MIMAT0014998	hsa-miR-3133	low	MI0014153	hsa-mir-3133	low
MIMAT0027638	hsa-miR-6869-5p	low	MI0022716	hsa-mir-6869	low
MIMAT0027639	hsa-miR-6869-3p	low	MI0022716	hsa-mir-6869	low
MIMAT0005943	hsa-miR-1292-5p	low	MI0006433	hsa-mir-1292	low
MIMAT0022948	hsa-miR-1292-3p	low	MI0006433	hsa-mir-1292	low
MIMAT0009196	hsa-miR-103a-2-5p	high	MI0000108	hsa-mir-103a-2	high
MIMAT0000101	hsa-miR-103a-3p	high	MI0000108	hsa-mir-103a-2	high
MIMAT0007402	hsa-miR-103b	low	MI0007262	hsa-mir-103b-2	low
MIMAT0030989	hsa-miR-8062	low	MI0025898	hsa-mir-8062	low
MIMAT0027640	hsa-miR-6870-5p	low	MI0022717	hsa-mir-6870	low
MIMAT0027641	hsa-miR-6870-3p	low	MI0022717	hsa-mir-6870	low
MIMAT0015076	hsa-miR-3192-5p	low	MI0014237	hsa-mir-3192	low
